date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,hour,Day_of_Month,month,year,week_day,Power_Factor_Ratio,High_Load
2018-01-02 09:00:00,56.2,12.53,0.11,0.0,97.6,100.0,32400,Weekday,Tuesday,Light_Load,9,2,1,2018,1,1.0245901639344264,1
2018-01-02 09:15:00,56.84,8.32,0.0,0.0,98.95,100.0,33300,Weekday,Tuesday,Medium_Load,9,2,1,2018,1,1.010611419909045,1
2018-01-02 09:30:00,51.26,4.54,0.94,0.0,99.61,99.98,34200,Weekday,Tuesday,Medium_Load,9,2,1,2018,1,1.0037144864973397,1
2018-01-02 09:45:00,48.13,2.34,1.15,0.0,99.88,99.97,35100,Weekday,Tuesday,Medium_Load,9,2,1,2018,1,1.0009010812975572,0
2018-01-02 10:00:00,52.81,7.06,0.54,0.0,99.12,99.99,36000,Weekday,Tuesday,Medium_Load,10,2,1,2018,1,1.008777239709443,1
2018-01-02 10:15:00,54.79,7.52,0.14,0.0,99.07,100.0,36900,Weekday,Tuesday,Maximum_Load,10,2,1,2018,1,1.0093873019077422,1
2018-01-02 10:30:00,53.21,8.35,0.11,0.0,98.79,100.0,37800,Weekday,Tuesday,Maximum_Load,10,2,1,2018,1,1.012248203259439,1
2018-01-02 10:45:00,80.21,32.4,0.0,0.0,92.72,100.0,38700,Weekday,Tuesday,Maximum_Load,10,2,1,2018,1,1.0785159620362381,1
2018-01-02 11:00:00,77.58,25.49,0.0,0.0,95.0,100.0,39600,Weekday,Tuesday,Maximum_Load,11,2,1,2018,1,1.0526315789473684,1
2018-01-02 11:15:00,128.52,70.85,0.0,0.0,87.57,100.0,40500,Weekday,Tuesday,Maximum_Load,11,2,1,2018,1,1.1419435879867534,1
2018-01-02 11:30:00,144.47,78.48,0.0,0.0,87.87,100.0,41400,Weekday,Tuesday,Maximum_Load,11,2,1,2018,1,1.1380448389666553,1
2018-01-02 11:45:00,90.86,54.29,0.0,0.0,85.84,100.0,42300,Weekday,Tuesday,Maximum_Load,11,2,1,2018,1,1.1649580615097856,1
2018-01-02 12:00:00,123.3,66.06,0.0,0.0,88.15,100.0,43200,Weekday,Tuesday,Maximum_Load,12,2,1,2018,1,1.1344299489506522,1
2018-01-02 12:15:00,19.22,5.54,18.9,0.0,96.09,71.3,44100,Weekday,Tuesday,Medium_Load,12,2,1,2018,1,0.7420126964304298,0
2018-01-02 12:30:00,8.46,0.0,25.92,0.0,100.0,31.03,45000,Weekday,Tuesday,Medium_Load,12,2,1,2018,1,0.3103,0
2018-01-02 12:45:00,8.24,0.0,25.34,0.0,100.0,30.92,45900,Weekday,Tuesday,Medium_Load,12,2,1,2018,1,0.30920000000000003,0
2018-01-02 13:00:00,8.03,0.0,25.49,0.0,100.0,30.05,46800,Weekday,Tuesday,Medium_Load,13,2,1,2018,1,0.3005,0
2018-01-02 13:15:00,79.67,27.29,6.52,0.0,94.6,99.67,47700,Weekday,Tuesday,Medium_Load,13,2,1,2018,1,1.0535940803382664,1
2018-01-02 13:30:00,97.85,46.8,0.0,0.0,90.21,100.0,48600,Weekday,Tuesday,Medium_Load,13,2,1,2018,1,1.1085245538188673,1
2018-01-02 13:45:00,124.45,49.79,0.0,0.0,92.85,100.0,49500,Weekday,Tuesday,Medium_Load,13,2,1,2018,1,1.0770059235325795,1
2018-01-02 14:00:00,108.61,43.34,0.0,0.0,92.88,100.0,50400,Weekday,Tuesday,Medium_Load,14,2,1,2018,1,1.0766580534022394,1
2018-01-02 14:15:00,123.12,55.26,0.0,0.0,91.23,100.0,51300,Weekday,Tuesday,Medium_Load,14,2,1,2018,1,1.0961306587745259,1
2018-01-02 14:30:00,129.1,53.5,0.0,0.0,92.38,100.0,52200,Weekday,Tuesday,Medium_Load,14,2,1,2018,1,1.082485386447283,1
2018-01-02 14:45:00,82.08,27.58,0.0,0.0,94.79,100.0,53100,Weekday,Tuesday,Medium_Load,14,2,1,2018,1,1.0549636037556704,1
2018-01-02 15:00:00,143.89,60.91,0.0,0.0,92.09,100.0,54000,Weekday,Tuesday,Medium_Load,15,2,1,2018,1,1.085894233901618,1
2018-01-02 15:15:00,86.9,34.27,0.0,0.0,93.03,100.0,54900,Weekday,Tuesday,Medium_Load,15,2,1,2018,1,1.074922068150059,1
2018-01-02 15:30:00,141.44,62.57,0.0,0.0,91.45,100.0,55800,Weekday,Tuesday,Medium_Load,15,2,1,2018,1,1.0934937124111537,1
2018-01-02 15:45:00,116.53,52.88,0.0,0.0,91.06,100.0,56700,Weekday,Tuesday,Medium_Load,15,2,1,2018,1,1.0981770261366133,1
2018-01-02 16:00:00,129.31,61.16,0.0,0.0,90.4,100.0,57600,Weekday,Tuesday,Medium_Load,16,2,1,2018,1,1.1061946902654867,1
2018-01-02 16:15:00,136.44,56.77,0.0,0.0,92.33,100.0,58500,Weekday,Tuesday,Medium_Load,16,2,1,2018,1,1.0830715910321673,1
2018-01-02 16:30:00,85.72,34.85,0.0,0.0,92.64,100.0,59400,Weekday,Tuesday,Medium_Load,16,2,1,2018,1,1.079447322970639,1
2018-01-02 16:45:00,147.46,65.27,0.0,0.0,91.44,100.0,60300,Weekday,Tuesday,Medium_Load,16,2,1,2018,1,1.0936132983377078,1
2018-01-02 17:00:00,86.94,30.78,0.0,0.0,94.27,100.0,61200,Weekday,Tuesday,Medium_Load,17,2,1,2018,1,1.0607828577490188,1
2018-01-02 17:15:00,67.25,25.81,0.0,0.0,93.36,100.0,62100,Weekday,Tuesday,Maximum_Load,17,2,1,2018,1,1.0711225364181662,1
2018-01-02 17:30:00,115.78,50.04,0.0,0.0,91.79,100.0,63000,Weekday,Tuesday,Maximum_Load,17,2,1,2018,1,1.0894432944765224,1
2018-01-02 17:45:00,113.11,34.63,0.0,0.0,95.62,100.0,63900,Weekday,Tuesday,Maximum_Load,17,2,1,2018,1,1.0458063166701526,1
2018-01-02 18:00:00,76.75,11.74,1.04,0.0,98.85,99.99,64800,Weekday,Tuesday,Maximum_Load,18,2,1,2018,1,1.0115326251896812,1
2018-01-02 18:15:00,41.9,15.23,0.14,0.0,93.98,100.0,65700,Weekday,Tuesday,Maximum_Load,18,2,1,2018,1,1.0640561821664183,0
2018-01-02 18:30:00,37.4,19.94,0.0,0.0,88.24,100.0,66600,Weekday,Tuesday,Maximum_Load,18,2,1,2018,1,1.1332728921124207,0
2018-01-02 18:45:00,40.25,8.82,0.5,0.0,97.68,99.99,67500,Weekday,Tuesday,Maximum_Load,18,2,1,2018,1,1.0236486486486485,0
2018-01-02 19:00:00,34.92,1.98,1.58,0.0,99.84,99.9,68400,Weekday,Tuesday,Maximum_Load,19,2,1,2018,1,1.0006009615384615,0
2018-01-02 19:15:00,41.36,6.44,0.43,0.0,98.81,99.99,69300,Weekday,Tuesday,Maximum_Load,19,2,1,2018,1,1.0119421111223559,0
2018-01-02 19:30:00,35.96,2.52,1.37,0.0,99.76,99.93,70200,Weekday,Tuesday,Maximum_Load,19,2,1,2018,1,1.0017040898155574,0
2018-01-02 19:45:00,39.42,5.29,0.47,0.0,99.11,99.99,71100,Weekday,Tuesday,Maximum_Load,19,2,1,2018,1,1.008879023307436,0
2018-01-02 20:00:00,38.16,4.68,0.5,0.0,99.26,99.99,72000,Weekday,Tuesday,Maximum_Load,20,2,1,2018,1,1.0073544227281885,0
2018-01-02 20:15:00,33.23,1.51,3.96,0.0,99.9,99.3,72900,Weekday,Tuesday,Medium_Load,20,2,1,2018,1,0.9939939939939939,0
